Source,Target,Effect,Type,PMID,data_source
"PTK2","GRB2","0","Binding","7997267","adhesome.org"
"PTPN6","INSR","+","Activation","7512963","adhesome.org"
"AKT1","PRKCA","0","Binding","11410591","adhesome.org"
"CRKL","NEDD9","0","Binding","9405482","adhesome.org"
"MARCKS","PRKCA","+","Activation","15239673","adhesome.org"
"AKT1","PPP2CA","_","Inhibition","12637511","adhesome.org"
"PTK2B","ARHGAP26","0","Binding","9645946","adhesome.org"
"LYN","PIK3CA","0","Binding","10318860","adhesome.org"
"ZYX","VASP","0","Binding","10613911","adhesome.org"
"CBL","GRB2","0","Binding","9590251","adhesome.org"
"FYN","P190GAP","+","Activation","11536198","adhesome.org"
"PTPRF","BCAR1","_","Inhibition","10822386","adhesome.org"
"PXN","SRC","+","Activation","2472406","adhesome.org"
"INSR","VAV1","+","Activation","7535775","adhesome.org"
"PRKCA","PDPK1","+","Activation","11078882","adhesome.org"
"PAK1","GIT1","0","Binding","12006652","adhesome.org"
"PIP2","TIAM1","+","Activation","15242348","adhesome.org"
"DNM2","KALPHA1","0","Binding","15048127","adhesome.org"
"PIP2","SDCBP","+","Activation","12086619","adhesome.org"
"PXN","PTK2","+","Activation","7537852","adhesome.org"
"SORBS2","ACTN1","0","Binding","16125169","adhesome.org"
"ABL1","CRKL","0","Binding","7493940","adhesome.org"
"RAPGEF1","CRK","0","Binding","7512734","adhesome.org"
"VASP","ZYX","0","Binding","10613911","adhesome.org"
"ILK","PARVA","0","Binding","11694518","adhesome.org"
"SHC1","LRP1","0","Binding","11259429","adhesome.org"
"CAPN1","MAPK1","+","Activation","14993287","adhesome.org"
"KALPHA1","SYK","+","Activation","10862713","adhesome.org"
"PTPN6","VAV1","0","Binding","8632004","adhesome.org"
"RAC1","TIAM1","+","Activation","7753201","adhesome.org"
"PTPN11","PRKCA","+","Activation","11781100","adhesome.org"
"ABL1","BCAR1","+","Activation","7780740","adhesome.org"
"SHC1","CRKL","0","Binding","9344843","adhesome.org"
"BCAR1","CRKL","0","Binding","8810278","adhesome.org"
"VAV1","SYK","+","Activation","8986718","adhesome.org"
"KEAP1","ACTB","0","Binding","14764898","adhesome.org"
"SORBS1","INPPL1","0","Binding","12504111","adhesome.org"
"OSTF1","SRC","+","Activation","15135048","adhesome.org"
"PAK1","ABL1","+","Activation","11121037","adhesome.org"
"IRS1","PTK2","0","Binding","10082579","adhesome.org"
"ENAH","PFN1","0","Binding","8861907","adhesome.org"
"p190GAP","PTK2","+","Activation","16308318","adhesome.org"
"RASA1","HRAS","_","Inhibition","7628625","adhesome.org"
"DNM2","PTK2","0","Binding","7597091","adhesome.org"
"VAV1","CRK","0","Binding","8621483","adhesome.org"
"AKT1","PDPK1","+","Activation","11752451","adhesome.org"
"PTPN11","CEACAM1","0","Binding","9867848","adhesome.org"
"PLAUR","ITGB1","0","Binding","12754207","adhesome.org"
"CSRP1","ACTB","0","Binding","16336664","adhesome.org"
"SDC4","ACTN1","0","Binding","12493766","adhesome.org"
"VIL2","NF2","0","Binding","11070492","adhesome.org"
"PLCG1","CBL","0","Binding","12061819","adhesome.org"
"CAV1","INSR","0","Binding","9756945","adhesome.org"
"SDC4","VIL2","0","Binding","10704377","adhesome.org"
"GRB7","INSR","0","Binding","10803466","adhesome.org"
"PTPRF","FYN","_","Inhibition","12496362","adhesome.org"
"RHOA","PRKCA","+","Activation","11284700","adhesome.org"
"MAPK8","MAPK8IP3","0","Binding","10629060","adhesome.org"
"PPP2CA","CFL1","_","Inhibition","8864841","adhesome.org"
"KALPHA1","CBL","0","Binding","15878338","adhesome.org"
"PTK2","PTPRH","_","Inhibition","11278335","adhesome.org"
"CAPN1","ARHGEF6","0","Binding","15611136","adhesome.org"
"SORBS1","NCK2","0","Binding","11557983","adhesome.org"
"TGFB1I1","GIT1","0","Binding","12153727","adhesome.org"
"PTK2B","GRB2","0","Binding","10749687","adhesome.org"
"PALLD","VASP","0","Binding","14983521","adhesome.org"
"LYN","PTK2B","0","Binding","11311138","adhesome.org"
"PTPRH","PTK2","_","Inhibition","11278335","adhesome.org"
"DDEF1","SRC","+","Activation","9819391","adhesome.org"
"SRC","BCAR1","+","Activation","12972425","adhesome.org"
"INPP5D","CRKL","0","Binding","11031258","adhesome.org"
"INSR","PTPRF","_","Inhibition","11158333","adhesome.org"
"ITGB1","KCNH2","0","Binding","15494025","adhesome.org"
"JUB","GRB2","0","Binding","10330178","adhesome.org"
"ZYX","TES","0","Binding","12571287","adhesome.org"
"RHOA","CAPN1","_","Inhibition","11964413","adhesome.org"
"VCL","TLN1","0","Binding","2512301","adhesome.org"
"SHC1","SIRPA","0","Binding","15888547","adhesome.org"
"CAV1","PPP2CA","_","Inhibition","14645548","adhesome.org"
"PTK2","PXN","+","Activation","7537852","adhesome.org"
"PARVB","ILK","0","Binding","11402068","adhesome.org"
"SYK","PTPN6","_","Inhibition","10458769","adhesome.org"
"LIMK1","ROCK1","+","Activation","10652353","adhesome.org"
"CRKL","GAB1","0","Binding","10753869","adhesome.org"
"DDEF1","PIP2","+","Activation","9819391","adhesome.org"
"DOCK1","ELMO1","0","Binding","12134158","adhesome.org"
"PRKCA","CAPN1","+","Activation","11950589","adhesome.org"
"PRKCA","CAPN1","_","Inhibition","8070569","adhesome.org"
"FYN","VAV1","+","Activation","9822663","adhesome.org"
"PLCG1","FYN","+","Activation","8395016","adhesome.org"
"THY1","ITGB1","0","Binding","11470407","adhesome.org"
"SRC","THY1","0","Binding","17027000","adhesome.org"
"VCL","PIP2","_","Inhibition","8632828","adhesome.org"
"CAPN1","PRKACA","+","Activation","11909964","adhesome.org"
"CAPN1","PXN","_","Inhibition","7988702","adhesome.org"
"SRC","PIP5K1C","+","Activation","15623515","adhesome.org"
"TRIO","PTK2","0","Binding","12551902","adhesome.org"
"HSPA2","PXN","0","Binding","14718530","adhesome.org"
"SYK","PLCG1","+","Activation","8657103","adhesome.org"
"PIP3","ILK","+","Activation","10712922","adhesome.org"
"PIP3","PIK3CA","+","Activation","10761925","adhesome.org"
"KTN1","RHOA","+","Activation","8769096","adhesome.org"
"PFN1","ACTB","0","Binding","563468","adhesome.org"
"CSK","LYN","+","Activation","8794770","adhesome.org"
"PRKCA","DAG","+","Activation","10579907","adhesome.org"
"TLN1","CAPN1","_","Inhibition","15448700","adhesome.org"
"ABI1","PTK2","0","Binding","12771190","adhesome.org"
"PTPN12","VAV1","_","Inhibition","16513648","adhesome.org"
"SHC1","PTK2","+","Activation","9566877","adhesome.org"
"FHL2","PTK2","0","Binding","15161045","adhesome.org"
"OSTF1","CBL","0","Binding","15135048","adhesome.org"
"PTK2","IRS1","0","Binding","10082579","adhesome.org"
"VCL","CAPN1","_","Inhibition","15236355","adhesome.org"
"PTPN1","IRS1","_","Inhibition","10660596","adhesome.org"
"VIL2","PIP2","+","Activation","8858161","adhesome.org"
"KALPHA1","GRB2","0","Binding","8910394","adhesome.org"
"CAV1","CSK","0","Binding","11805080","adhesome.org"
"PIK3CA","SRC","+","Activation","17275257","adhesome.org"
"RAPGEF1","CRKL","0","Binding","10339478","adhesome.org"
"CEACAM1","TLN1","0","Binding","15687237","adhesome.org"
"PIK3CA","VAV1","+","Activation","9891995","adhesome.org"
"PTK2B","SORBS2","0","Binding","16125169","adhesome.org"
"GRB2","VAV1","0","Binding","9013873","adhesome.org"
"PKD1","ITGA5","0","Binding","10532593","adhesome.org"
"GIT1","PTK2","+","Activation","10938112","adhesome.org"
"ITGB1","TNS1","0","Binding","14592531","adhesome.org"
"NEDD9","TRIP6","0","Binding","11782456","adhesome.org"
"LASP1","ABL1","+","Activation","15138294","adhesome.org"
"CD47","ITGA5","0","Binding","2277087","adhesome.org"
"PLCG1","GIT1","0","Binding","16598076","adhesome.org"
"LASP1","LPP","0","Binding","15465019","adhesome.org"
"VASP","PALLD","0","Binding","14983521","adhesome.org"
"ITGB1","THY1","0","Binding","11470407","adhesome.org"
"ACTB","HSPB1","0","Binding","11960785","adhesome.org"
"PTK2B","PDPK1","0","Binding","14585963","adhesome.org"
"PTK2","GRB7","+","Activation","10446223","adhesome.org"
"PTK2","DDEF1","0","Binding","12058076","adhesome.org"
"TRIO","RAC1","+","Activation","9464532","adhesome.org"
"ADAM12","ITGA5","0","Binding","15242759","adhesome.org"
"SORBS1","INSR","0","Binding","9447983","adhesome.org"
"p190GAP","RHOA","_","Inhibition","8537347","adhesome.org"
"RHOA","p190GAP","_","Inhibition","8537347","adhesome.org"
"VASP","VCL","0","Binding","8980130","adhesome.org"
"PTPN6","SIRPA","_","Inhibition","10660565","adhesome.org"
"TNS1","ITGB1","0","Binding","14592531","adhesome.org"
"PIP2","PLD1","+","Activation","8063770","adhesome.org"
"NCK2","SORBS1","0","Binding","11557983","adhesome.org"
"CRKL","SYK","0","Binding","11313252","adhesome.org"
"CAPN1","MARCKS","_","Inhibition","15239673","adhesome.org"
"PAK1","ARHGEF6","0","Binding","9659915","adhesome.org"
"PLD1","PIP2","+","Activation","8063770","adhesome.org"
"ACTN1","RAVER1","0","Binding","11724819","adhesome.org"
"ACTN1","CSRP1","0","Binding","9314536","adhesome.org"
"PPP2CA","ITGB1","0","Binding","15521075","adhesome.org"
"PPP2CA","NEDD9","_","Inhibition","16352661","adhesome.org"
"PIK3CA","PTK2","0","Binding","7537275","adhesome.org"
"PTPN11","FYN","+","Activation","10212213","adhesome.org"
"VAV1","FYN","+","Activation","9822663","adhesome.org"
"FYN","PTPRF","_","Inhibition","12496362","adhesome.org"
"ZYX","VAV1","0","Binding","8622875","adhesome.org"
"LASP1","PRKACA","+","Activation","15465019","adhesome.org"
"ACTB","PLEC1","0","Binding","15128297","adhesome.org"
"VASP","PPP2CA","_","Inhibition","7656973","adhesome.org"
"VASP","TRIP6","0","Binding","7644520","adhesome.org"
"RAC1","ARHGEF6","+","Activation","16492808","adhesome.org"
"TES","ACTN1","0","Binding","12695497","adhesome.org"
"CAPN1","PTPN6","_","Inhibition","9813145","adhesome.org"
"MAPK8IP3","SRC","+","Activation","12226752","adhesome.org"
"PFN1","PIP2","_","Inhibition","2842351","adhesome.org"
"CBL","CRKL","0","Binding","9162067","adhesome.org"
"RHOA","PLCG1","+","Activation","12071848","adhesome.org"
"VCL","RAVER1","0","Binding","11724819","adhesome.org"
"IRS1","PRKCA","0","Binding","16574739","adhesome.org"
"IRS1","PRKCA","+","Activation","15364919","adhesome.org"
"PTPN1","INSR","+","Activation","11506178","adhesome.org"
"PTPN1","INSR","_","Inhibition","12237455","adhesome.org"
"PRKCA","ACTB","0","Binding","15590896","adhesome.org"
"PAK1","FLNA","0","Binding","12198493","adhesome.org"
"VCL","PXN","0","Binding","7525621","adhesome.org"
"PIP5K1C","RHOA","+","Activation","14681219","adhesome.org"
"PTPRA","GRB2","0","Binding","7518772","adhesome.org"
"PAK1","RAC1","+","Activation","9989831","adhesome.org"
"PIK3CA","FYN","0","Binding","1334406","adhesome.org"
"TSPAN1","ITGA5","0","Binding","10427099","adhesome.org"
"RAC1","KTN1","+","Activation","8769096","adhesome.org"
"CAV1","FLNA","0","Binding","10637311","adhesome.org"
"SYK","PIK3CA","0","Binding","9720763","adhesome.org"
"CFL1","LIMK1","+","Activation","9655398","adhesome.org"
"TGFB1I1","PTPN12","0","Binding","10092676","adhesome.org"
"PARVB","ARHGEF6","0","Binding","12499396","adhesome.org"
"ITGB1","PLAUR","0","Binding","12754207","adhesome.org"
"ACTB","VCL","0","Binding","6802502","adhesome.org"
"PRKCA","AKT1","0","Binding","11410591","adhesome.org"
"PRKACA","CSK","+","Activation","9224730","adhesome.org"
"ROCK1","VIL2","+","Activation","9856983","adhesome.org"
"INSR","PIK3CA","0","Binding","8385099","adhesome.org"
"CBL","SORBS2","0","Binding","12475393","adhesome.org"
"RAC1","ELMO1","+","Activation","14638695","adhesome.org"
"GRB2","SRC","+","Activation","9016807","adhesome.org"
"ACTN1","ITGB1","0","Binding","2116421","adhesome.org"
"SRC","PTPN6","_","Inhibition","9261115","adhesome.org"
"PTK2B","LYN","0","Binding","11311138","adhesome.org"
"TGFB1I1","HSPB1","0","Binding","11546764","adhesome.org"
"ACTB","ACTN1","0","Binding","5667356","adhesome.org"
"PABPC1","PXN","0","Binding","15831480","adhesome.org"
"VIL2","PRKCA","0","Binding","9516463","adhesome.org"
"VIL2","PRKCA","+","Activation","11387207","adhesome.org"
"IRS1","AKT1","+","Activation","10497255","adhesome.org"
"SOS1","FYN","0","Binding","9856337","adhesome.org"
"LRP1","CALR","0","Binding","12821648","adhesome.org"
"PIP2","ACTN1","+","Activation","8288618","adhesome.org"
"NEDD9","ABL1","+","Activation","8668148","adhesome.org"
"PXN","PTK2B","0","Binding","11820787","adhesome.org"
"ZYX","ENAH","0","Binding","10801818","adhesome.org"
"PTPN2","SRC","_","Inhibition","15696169","adhesome.org"
"RAC1","TESK1","+","Activation","15169836","adhesome.org"
"VAV1","CBL","_","Inhibition","11313921","adhesome.org"
"SHC1","INPP5D","0","Binding","9110989","adhesome.org"
"AKT1","FLNA","+","Activation","15461588","adhesome.org"
"RHOA","PIP5K1C","+","Activation","14681219","adhesome.org"
"ACTB","TNS1","0","Binding","8195290","adhesome.org"
"NF2","PAK1","_","Inhibition","14580336","adhesome.org"
"SHC1","PTEN","_","Inhibition","10427092","adhesome.org"
"PTPN6","ACTN1","_","Inhibition","15070900","adhesome.org"
"SYK","PTK2","0","Binding","9342235","adhesome.org"
"KALPHA1","FYN","0","Binding","8566014","adhesome.org"
"PLCG1","SRC","+","Activation","7682059","adhesome.org"
"TLN1","PRKCA","+","Activation","3080999","adhesome.org"
"SYK","PTK2B","+","Activation","10747947","adhesome.org"
"IRS1","GRB2","0","Binding","8491186","adhesome.org"
"TES","VASP","0","Binding","12571287","adhesome.org"
"PTK2","BCAR1","0","Binding","11514617","adhesome.org"
"CBL","SH3KBP1","0","Binding","11894095","adhesome.org"
"RICS","CRK","0","Binding","12454018","adhesome.org"
"SORBS3","PXN","0","Binding","17082770","adhesome.org"
"CEACAM1","SHC1","0","Binding","11694516","adhesome.org"
"BCAR1","CRK","0","Binding","8070403","adhesome.org"
"PTPN6","ABL1","+","Activation","8692915","adhesome.org"
"VAV1","PTPN6","0","Binding","8632004","adhesome.org"
"CBL","PRKCA","+","Activation","11024037","adhesome.org"
"SIRPA","PTPN11","_","Inhibition","9062191","adhesome.org"
"TLN1","CEACAM1","0","Binding","15687237","adhesome.org"
"PRKCA","ITGB1","+","Activation","11700305","adhesome.org"
"BCAR1","PTPRF","_","Inhibition","10822386","adhesome.org"
"ACTN1","CAPN1","_","Inhibition","8617943","adhesome.org"
"NEDD9","PPP2CA","_","Inhibition","16352661","adhesome.org"
"KCNH2","PTK2","0","Binding","15800067","adhesome.org"
"SRC","LRP1","+","Activation","12789267","adhesome.org"
"ARHGEF6","ABI1","0","Binding","16940963","adhesome.org"
"PFN1","ENAH","0","Binding","8861907","adhesome.org"
"PIP5K1C","PIP2","+","Activation","10761925","adhesome.org"
"PXN","CEACAM1","0","Binding","11035932","adhesome.org"
"HRAS","RASA1","_","Inhibition","7628625","adhesome.org"
"PTPN1","AKT1","_","Inhibition","11579209","adhesome.org"
"ENG","ZYX","0","Binding","15084601","adhesome.org"
"INPP5D","GRB2","0","Binding","10660611","adhesome.org"
"SDC4","PIP2","+","Activation","9582338","adhesome.org"
"ITGA5","TLN1","0","Binding","17218263","adhesome.org"
"RICS","SRC","+","Activation","12454018","adhesome.org"
"CRK","RAPGEF1","0","Binding","7512734","adhesome.org"
"CAPN1","ITGB1","_","Inhibition","7592818","adhesome.org"
"ACTB","VIL2","0","Binding","7876308","adhesome.org"
"PKD1","VCL","0","Binding","11113628","adhesome.org"
"MAPK1","SOS1","+","Activation","8626428","adhesome.org"
"VIM","PAK1","+","Activation","11895474","adhesome.org"
"PIK3CA","SYK","0","Binding","9720763","adhesome.org"
"FYN","PLCG1","+","Activation","8395016","adhesome.org"
"NCK2","LIMS1","0","Binding","12794636","adhesome.org"
"PTK2","SORBS1","0","Binding","9461600","adhesome.org"
"SRC","PTPRH","_","Inhibition","15850787","adhesome.org"
"ITGB1","SYK","0","Binding","10051438","adhesome.org"
"ITGB1","FLNA","0","Binding","11781567","adhesome.org"
"ITGB3BP","ITGB1","0","Binding","7593198","adhesome.org"
"PTK2B","SH3KBP1","+","Activation","12771190","adhesome.org"
"ITGB1","PRKCA","+","Activation","11700305","adhesome.org"
"KALPHA1","DNM2","0","Binding","15048127","adhesome.org"
"CRK","ELMO1","0","Binding","15700267","adhesome.org"
"PIK3CA","HRAS","+","Activation","9150145","adhesome.org"
"ZYX","LASP1","0","Binding","15004028","adhesome.org"
"STAT3","MAPK8","+","Activation","10521505","adhesome.org"
"RHOA","TRIO","+","Activation","9464532","adhesome.org"
"DOCK1","CRK","0","Binding","9808620","adhesome.org"
"PIK3CA","LYN","0","Binding","10318860","adhesome.org"
"NEDD9","CRKL","0","Binding","9405482","adhesome.org"
"SORBS1","ABL1","0","Binding","11374898","adhesome.org"
"ELMO1","CRK","0","Binding","15700267","adhesome.org"
"PTK2","NEDD9","0","Binding","8668148","adhesome.org"
"DNM2","PLCG1","0","Binding","8013457","adhesome.org"
"PTK2","ACTN1","+","Activation","11369769","adhesome.org"
"DNM2","SORBS2","0","Binding","15659545","adhesome.org"
"SOS1","HRAS","+","Activation","9690470","adhesome.org"
"ABL1","NEDD9","+","Activation","8668148","adhesome.org"
"CBL","OSTF1","0","Binding","15135048","adhesome.org"
"SH3KBP1","PTK2","0","Binding","12771190","adhesome.org"
"INSR","IRS1","+","Activation","11606564","adhesome.org"
"CSK","CAV1","0","Binding","11805080","adhesome.org"
"ACTN1","PTPN6","_","Inhibition","15070900","adhesome.org"
"SYK","CRKL","0","Binding","11313252","adhesome.org"
"PLD1","PRKCA","+","Activation","1559964","adhesome.org"
"PTPN6","CAPN1","_","Inhibition","9813145","adhesome.org"
"SHC1","ITGB1","0","Binding","10964917","adhesome.org"
"SYK","ITGB1","0","Binding","10051438","adhesome.org"
"PIK3CA","ADAM12","+","Activation","11313349","adhesome.org"
"ITGB1","FHL2","0","Binding","15117962","adhesome.org"
"PTPN2","ITGA5","+","Activation","15592458","adhesome.org"
"CBL","ITGA5","_","Inhibition","9663390","adhesome.org"
"TGFB1I1","CSK","0","Binding","9858471","adhesome.org"
"DDEF2","ARF1","_","Inhibition","11304556","adhesome.org"
"PXN","DDEF1","0","Binding","12149250","adhesome.org"
"GRB2","PTPN11","0","Binding","8702859","adhesome.org"
"ACTB","VASP","0","Binding","1318192","adhesome.org"
"LYN","CSK","+","Activation","8794770","adhesome.org"
"HRAS","SOS1","+","Activation","9690470","adhesome.org"
"RASA1","PXN","0","Binding","12446743","adhesome.org"
"SRC","MAPK8IP3","+","Activation","12226752","adhesome.org"
"RICS","RHOA","_","Inhibition","12454018","adhesome.org"
"BCAR1","PTPN1","_","Inhibition","8940134","adhesome.org"
"LRP1","SRC","+","Activation","12789267","adhesome.org"
"PTEN","PIP3","_","Inhibition","9593664","adhesome.org"
"PXN","PABPC1","0","Binding","15831480","adhesome.org"
"PRKCA","IRS1","+","Activation","15364919","adhesome.org"
"SYK","CBL","_","Inhibition","8621719","adhesome.org"
"SYK","CBL","+","Activation","9857068","adhesome.org"
"PRKCA","IRS1","0","Binding","16574739","adhesome.org"
"ARF1","DDEF1","_","Inhibition","11773070","adhesome.org"
"DDEF1","PXN","0","Binding","12149250","adhesome.org"
"ACTN1","ACTB","0","Binding","5667356","adhesome.org"
"GNB2L1","FYN","0","Binding","11943848","adhesome.org"
"NEDD9","BCAR1","0","Binding","8668148","adhesome.org"
"GNB2L1","ITGB1","0","Binding","9442085","adhesome.org"
"CTTN","ARPC2","0","Binding","11018051","adhesome.org"
"ABI1","ABL1","+","Activation","12591740","adhesome.org"
"PTK2","LYN","0","Binding","11389892","adhesome.org"
"PRKCA","PTPN6","+","Activation","11781100","adhesome.org"
"TIAM1","PIP2","+","Activation","15242348","adhesome.org"
"GRB2","KALPHA1","0","Binding","8910394","adhesome.org"
"FYN","SHC1","+","Activation","9741627","adhesome.org"
"PFN1","PALLD","0","Binding","16367745","adhesome.org"
